ID;date;treatment;munic;session;dec1;dec2;dec3;dec4;minutes;sex;age;civil_status;level_educ;activity;income;income_nr;e_food;e_housing;e_transport;e_other1;e_other;frequency;frequency_otro;subsidy;subsidy_other;social_security;financial_planning;households_adults;households_kids;siblings;risk;land;land_owner;debts;trusted_person;death_shock;illness_shock;job_shock;housing_shock;farming_shock;violence_shock;naturaldisaster_shock;problems;problems_illness;problems_accident;problems_dental;problems_other
4;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;v;v;v;6.59;0.hombre;67;3.viudo;2.primaria;2.jornalero;500000;;;;;;;2.cada semana ;;3.otro;Adulto mayor ;1.subsidiado;5.otro;2;1;1;10;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
5;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;e;e;e;4.57;0.hombre;59;1.union libre;2.primaria;2.jornalero;600000;;;;;;;3.cada 15 días;;3.otro;Ingreso solidario;1.subsidiado;4.nada ;2;0;8;1;0.no;;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;1.si;1.si
6;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;v;e;e;5.46;0.hombre;65;4.soltero;1.ninguno;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;8;1;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;1.si;0.no;0.no;1.si;1.si;1.si;1.si;0.no
7;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;v;e;e;e;5.39;0.hombre;64;4.soltero;2.primaria;2.jornalero;440000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;4;3;0.no;;0.no;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
8;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;v;e;v;e;4.37;0.hombre;59;2.casado;2.primaria;2.jornalero;440000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;3.preparando a los hijos;3;1;4;10;1.si;1.si;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;1.si
9;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;e;e;e;4.29;0.hombre;52;4.soltero;2.primaria;2.jornalero;400000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;5;1;5;7;0.no;;1.si;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;0.no;0.no;1.si;1.si
10;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;e;e;e;4.41;0.hombre;53;1.union libre;3.bachillerato;2.jornalero;480000;;170;;;;;2.cada semana ;;3.otro;Ingreso solidario ;1.subsidiado;4.nada ;3;1;7;8;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;0.no;1.si;0.no;0.no
11;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;v;e;e;v;4.24;0.hombre;72;5.divorciado/separado;1.ninguno;2.jornalero;400000;;;;;;;2.cada semana ;;3.otro;Adulto mayor ;1.subsidiado;3.preparando a los hijos;1;0;0;1;0.no;;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
12;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;v;e;e;4.16;1.mujer;56;2.casado;2.primaria;3.otra;;1;;;;;;2.cada semana ;;3.otro;Ingreso solidario ;1.subsidiado;2.fondo de pensiones voluntarias;3;0;6;5;0.no;;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;24/07/2021;1.descendente- fee voucher ;8.Quimbaya;2;v;e;v;v;4.57;0.hombre;72;4.soltero;2.primaria;2.jornalero;120000;;;;;;;1.diariamente;;3.otro;Adulto mayor ;1.subsidiado;4.nada ;4;1;5;9;1.si;1.si;1.si;0.no;1.si;1.si;1.si;0.no;1.si;0.no;0.no;1.si;0.no;1.si;1.si;1.si
2;24/07/2021;1.descendente- fee voucher ;8.Quimbaya;2;e;e;e;e;3.57;0.hombre;51;4.soltero;2.primaria;2.jornalero;420000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;3;1;7;8;0.no;;0.no;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
3;24/07/2021;1.descendente- fee voucher ;8.Quimbaya;2;v;e;e;v;5.17;1.mujer;59;1.union libre;2.primaria;2.jornalero;240000;;;;;;;2.cada semana ;;3.otro;IVA;1.subsidiado;3.preparando a los hijos;3;1;4;5;0.no;;1.si;1.si;1.si;0.no;1.si;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;1.si
4;24/07/2021;1.descendente- fee voucher ;8.Quimbaya;2;v;e;v;e;4.38;1.mujer;55;4.soltero;2.primaria;2.jornalero;400000;;;;;;;2.cada semana ;;3.otro;Ingreso solidario ;1.subsidiado;4.nada ;2;0;9;5;0.no;;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
5;24/07/2021;1.descendente- fee voucher ;8.Quimbaya;2;v;e;v;e;4.21;0.hombre;62;4.soltero;2.primaria;3.otra;900000;;;100;;;;3.cada 15 días;;1.No;;1.subsidiado;2.fondo de pensiones voluntarias;1;0;6;7;0.no;;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
6;24/07/2021;1.descendente- fee voucher ;8.Quimbaya;2;v;v;v;v;5.28;1.mujer;59;1.union libre;3.bachillerato;2.jornalero;380000;;1;;;fruta;1;1.diariamente;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;3;0;6;5;0.no;;1.si;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
7;24/07/2021;1.descendente- fee voucher ;8.Quimbaya;2;v;v;e;e;4.35;0.hombre;67;1.union libre;2.primaria;2.jornalero;;1;;;;;;99.No registra;;3.otro;Adulto mayor ;1.subsidiado;4.nada ;2;0;7;10;1.si;1.si;0.no;1.si;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no
8;24/07/2021;1.descendente- fee voucher ;8.Quimbaya;2;e;e;e;e;4.09;1.mujer;31;4.soltero;2.primaria;3.otra;200000;;;;;;;5.otro;Cada que le resulta trabajo;2.Si, FeA;;1.subsidiado;4.nada ;2;1;2;4;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;e;v;v;3.54;1.mujer;26;2.casado;3.bachillerato;2.jornalero;100000;;;;;;;4.cada mes;;2.Si, FeA;;1.subsidiado;2.fondo de pensiones voluntarias;2;2;1;3;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
2;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;e;e;e;3.59;0.hombre;30;2.casado;3.bachillerato;2.jornalero;500000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;1.fondo de pensiones obligatorias;2;2;5;6;0.no;;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
3;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;v;e;v;3.36;1.mujer;26;1.union libre;5.universitario;2.jornalero;200000;;;;;;;5.otro;Cada 3 meses ;3.otro;Ingreso solidario ;1.subsidiado;4.nada ;2;1;4;8;0.no;;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
4;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;e;e;e;3.24;0.hombre;47;2.casado;2.primaria;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;3;0;1;1;0.no;;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
5;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;v;e;v;v;4.48;1.mujer;18;4.soltero;3.bachillerato;3.otra;;1;;;;;;99.No registra;;1.No;;1.subsidiado;5.otro;5;0;0;10;1.si;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
6;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;e;e;e;5.11;0.hombre;52;2.casado;2.primaria;2.jornalero;510000;;1;;;;;2.cada semana ;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;3;0;1;5;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
7;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;e;e;e;6.23;0.hombre;76;2.casado;2.primaria;2.jornalero;600000;;1;;;;;2.cada semana ;;1.No;;1.subsidiado;1.fondo de pensiones obligatorias;3;0;6;4;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
8;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;v;v;v;v;6.12;0.hombre;66;4.soltero;1.ninguno;1.trabajador en su propia finca ;;1;;;;;;2.cada semana ;;1.No;;3.ninguno;4.nada ;1;0;NR;8;0.no;;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
9;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;v;v;v;v;5.1;0.hombre;23;1.union libre;4.tecnico;1.trabajador en su propia finca ;500000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;1.fondo de pensiones obligatorias;4;0;1;7;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
10;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;e;e;v;4.02;1.mujer;48;2.casado;2.primaria;2.jornalero;250000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;3.preparando a los hijos;3;0;6;9;0.no;;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
11;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;e;e;e;5.13;0.hombre;64;4.soltero;1.ninguno;2.jornalero;400000;;170;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;5;0;6;1;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
12;24/07/2021;3.ascendente - fee voucher ;1.Calarcá;1;e;e;e;e;4.14;0.hombre;61;1.union libre;3.bachillerato;2.jornalero;902000;;1;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;2;1;11;7;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;v;4.27;0.hombre;52;2.casado;3.bachillerato;2.jornalero;908526;;1;;;;;2.cada semana ;;1.No;;1.subsidiado;1.fondo de pensiones obligatorias;4;0;3;8;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
2;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;e;4.39;1.mujer;58;2.casado;2.primaria;3.otra;;1;;;;;;5.otro;NR;1.No;;3.ninguno;4.nada ;5;0;3;7;0.no;;1.si;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
3;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;e;3.34;0.hombre;25;4.soltero;3.bachillerato;2.jornalero;450000;;;;;;;2.cada semana ;;1.No;;3.ninguno;4.nada ;3;1;2;9;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;1.si
4;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;e;3.5;0.hombre;47;4.soltero;2.primaria;2.jornalero;440000;;;;;;;2.cada semana ;;1.No;;2.contributivo;4.nada ;4;0;5;5;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
5;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;v;v;2.48;1.mujer;23;1.union libre;3.bachillerato;3.otra;50000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;5;1;2;6;0.no;;1.si;0.no;0.no;0.no;1.si;0.no;0.no;1.si;1.si;;;;;
6;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;v;4.5;1.mujer;53;2.casado;2.primaria;1.trabajador en su propia finca ;600000;1;1;1;1;1;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;4;0;4;8;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
7;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;v;v;v;v;4.4;0.hombre;68;2.casado;2.primaria;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;2;0;4;4;0.no;;0.no;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
8;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;v;e;v;3.4;0.hombre;24;1.union libre;2.primaria;3.otra;NR;;;;;;;3.cada 15 días;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;5;1;2;10;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;0.no;1.si;0.no;1.si;0.no;0.no
9;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;v;2.53;1.mujer;28;1.union libre;3.bachillerato;1.trabajador en su propia finca ;150000;;;;;;;4.cada mes;;1.No;;1.subsidiado;4.nada ;2;1;1;8;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
10;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;e;4.23;0.hombre;58;2.casado;2.primaria;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;1.fondo de pensiones obligatorias;5;0;2;2;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
11;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;e;4.47;1.mujer;57;2.casado;1.ninguno;3.otra;NR;;;;;;;5.otro;No recibe ;3.otro;IVA;1.subsidiado;4.nada ;2;0;2;1;0.no;;0.no;0.no;1.si;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
12;24/07/2021;4.ascendente - fee efectivo;1.Calarcá;2;e;e;e;v;6.2;0.hombre;71;2.casado;5.universitario;1.trabajador en su propia finca ;500000;;;;;;;2.cada semana ;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;3;1;8;3;1.si;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;e;e;v;e;4.04;1.mujer;28;1.union libre;3.bachillerato;2.jornalero;440000;;420;100;;;;2.cada semana ;;2.Si, FeA;;1.subsidiado;4.nada ;2;2;3;10;0.no;;1.si;1.si;0.no;1.si;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;0.no
2;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;e;e;e;e;5.13;1.mujer;45;1.union libre;3.bachillerato;2.jornalero;360000;;5;;;;;5.otro;Cada dos meses;1.No;;1.subsidiado;3.preparando a los hijos;2;0;2;9;1.si;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no
3;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;v;v;v;v;4.5;0.hombre;18;4.soltero;4.tecnico;3.otra;100000;;;;;;;4.cada mes;;1.No;;1.subsidiado;4.nada ;4;2;3;10;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;0.no
4;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;e;v;e;v;3.41;0.hombre;42;1.union libre;4.tecnico;1.trabajador en su propia finca ;800000;;;;;;;4.cada mes;;1.No;;1.subsidiado;5.otro;5;0;4;7;1.si;0.no;1.si;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
5;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;e;e;e;v;3.42;0.hombre;28;4.soltero;2.primaria;2.jornalero;900000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;2;0;0;5;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
6;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;v;e;e;v;4.42;1.mujer;29;4.soltero;4.tecnico;3.otra;500000;;;;;;;2.cada semana ;;3.otro;IVA;1.subsidiado;4.nada ;3;1;2;8;0.no;;0.no;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;1.si
7;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;e;v;v;v;3.4;1.mujer;26;1.union libre;3.bachillerato;2.jornalero;520000;;400;;;;;2.cada semana ;;2.Si, FeA;;1.subsidiado;4.nada ;2;2;3;9;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
8;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;v;v;v;v;5.36;0.hombre;62;2.casado;5.universitario;1.trabajador en su propia finca ;400000;;;;;;;5.otro;Segun la cosecha;1.No;;1.subsidiado;5.otro;2;0;8;10;1.si;1.si;1.si;1.si;1.si;0.no;0.no;0.no;1.si;0.no;0.no;1.si;1.si;0.no;0.no;0.no
9;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;v;v;v;v;4.54;1.mujer;44;1.union libre;4.tecnico;1.trabajador en su propia finca ;1900000;;;;;;;4.cada mes;;2.Si, FeA;;2.contributivo;5.otro;3;2;4;8;1.si;1.si;1.si;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
10;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;v;v;v;v;6.3;0.hombre;63;1.union libre;4.tecnico;1.trabajador en su propia finca ;400000;;300;200;;;;2.cada semana ;;1.No;;2.contributivo;2.fondo de pensiones voluntarias;5;0;3;9;1.si;1.si;1.si;1.si;0.no;1.si;1.si;0.no;1.si;0.no;1.si;1.si;1.si;0.no;0.no;1.si
11;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;e;e;v;e;4.58;1.mujer;38;1.union libre;4.tecnico;2.jornalero;400000;;;350;;;150;2.cada semana ;;1.No;;1.subsidiado;5.otro;2;1;4;8;1.si;1.si;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;1.si
12;7/08/2021;4.ascendente - fee efectivo;9.Montenegro;1;e;e;e;e;4.24;0.hombre;23;3.viudo;3.bachillerato;3.otra;800000;;;;;;;2.cada semana ;;3.otro;IVA;1.subsidiado;4.nada ;3;1;3;5;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;7/08/2021;3.ascendente - fee voucher ;9.Montenegro;2;e;v;e;v;4.34;1.mujer;61;3.viudo;2.primaria;3.otra;300000;;400;100;;;;3.cada 15 días;;1.No;;1.subsidiado;4.nada ;1;0;6;3;0.no;;1.si;1.si;1.si;0.no;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no
2;7/08/2021;3.ascendente - fee voucher ;9.Montenegro;2;e;e;v;e;5.36;0.hombre;31;4.soltero;3.bachillerato;2.jornalero;520000;;280;;;;60;2.cada semana ;;1.No;;1.subsidiado;4.nada ;2;0;4;6;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
3;7/08/2021;3.ascendente - fee voucher ;9.Montenegro;2;e;e;e;e;4.4;0.hombre;56;4.soltero;3.bachillerato;2.jornalero;460000;;200;;;;40;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;1;7;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
4;7/08/2021;3.ascendente - fee voucher ;9.Montenegro;2;e;e;v;v;3.23;0.hombre;41;4.soltero;3.bachillerato;2.jornalero;520000;;200;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;0;9;0.no;;1.si;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
5;7/08/2021;3.ascendente - fee voucher ;9.Montenegro;2;e;e;v;e;4.56;0.hombre;33;4.soltero;4.tecnico;2.jornalero;480000;;240;;;;;2.cada semana ;;1.No;;1.subsidiado;2.fondo de pensiones voluntarias;1;0;2;7;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
6;7/08/2021;3.ascendente - fee voucher ;9.Montenegro;2;e;v;e;v;3.42;0.hombre;47;4.soltero;2.primaria;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;3;5;0.no;;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
7;7/08/2021;3.ascendente - fee voucher ;9.Montenegro;2;e;v;e;e;4.2;0.hombre;68;1.union libre;3.bachillerato;2.jornalero;520000;;280;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;3;1;0;8;0.no;;0.no;1.si;0.no;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no
8;7/08/2021;3.ascendente - fee voucher ;9.Montenegro;2;e;v;v;v;5.02;0.hombre;28;1.union libre;4.tecnico;2.jornalero;640000;;;;;;;2.cada semana ;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;3;1;2;8;1.si;1.si;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;14/08/2021;1.descendente- fee voucher ;5.Salento;1;v;e;e;v;4.25;1.mujer;69;3.viudo;2.primaria;1.trabajador en su propia finca ;600000;;;;;;;2.cada semana ;;1.No;;2.contributivo;4.nada ;1;0;2;10;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
2;14/08/2021;1.descendente- fee voucher ;5.Salento;1;e;e;e;e;4.36;0.hombre;58;4.soltero;3.bachillerato;2.jornalero;120000;;100;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;6;1;9;5;1.si;1.si;0.no;1.si;1.si;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no
4;14/08/2021;1.descendente- fee voucher ;5.Salento;1;v;v;v;v;5.02;0.hombre;39;4.soltero;4.tecnico;2.jornalero;300000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;5;0;2;4;1.si;1.si;0.no;0.no;0.no;0.no;1.si;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no
6;14/08/2021;1.descendente- fee voucher ;5.Salento;1;e;e;e;e;4.14;1.mujer;46;1.union libre;3.bachillerato;3.otra;1362000;;;;;;;4.cada mes;;1.No;;1.subsidiado;4.nada ;3;0;4;9;1.si;1.si;1.si;0.no;1.si;1.si;1.si;0.no;1.si;1.si;0.no;1.si;1.si;0.no;0.no;0.no
7;14/08/2021;1.descendente- fee voucher ;5.Salento;1;e;e;e;e;3.19;1.mujer;33;4.soltero;5.universitario;3.otra;500000;;;;;;;3.cada 15 días;;1.No;;1.subsidiado;4.nada ;2;0;1;7;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
8;14/08/2021;1.descendente- fee voucher ;5.Salento;1;e;e;e;e;4.31;0.hombre;43;5.divorciado/separado;4.tecnico;3.otra;1200000;;;;;;;1.diariamente;;1.No;;1.subsidiado;1.fondo de pensiones obligatorias;1;0;2;6;0.no;;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
9;14/08/2021;1.descendente- fee voucher ;5.Salento;1;v;v;v;v;5.51;0.hombre;66;2.casado;5.universitario;1.trabajador en su propia finca ;3000000;;;;;;;2.cada semana ;;1.No;;2.contributivo;5.otro;4;2;6;8;1.si;0.no;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
10;14/08/2021;1.descendente- fee voucher ;5.Salento;1;v;v;v;v;5.53;0.hombre;53;4.soltero;5.universitario;1.trabajador en su propia finca ;600000;;;;;;;4.cada mes;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;3;0;1;9;1.si;1.si;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
